249.993,3.24E-05
251.998,3.33E-05
254.004,3.48E-05
256.008,3.3E-05
257.992,3.35E-05
259.996,3.31E-05
261.999,3.29E-05
264.002,3.22E-05
266.005,3.3E-05
268.006,3.38E-05
270.008,3.47E-05
272.009,3.44E-05
274.009,3.56E-05
276.01,3.47E-05
278.009,3.66E-05
280.008,3.76E-05
282.007,4.03E-05
284.005,4.2E-05
286.002,4.37E-05
287.999,4.49E-05
289.996,4.7E-05
291.992,5.04E-05
294.008,5.35E-05
296.003,5.56E-05
297.997,5.84E-05
299.991,6.34E-05
302.005,6.71E-05
303.997,7.15E-05
306.01,7.7E-05
308.002,8.23E-05
309.993,8.89E-05
312.004,9.72E-05
313.994,0.000105184
316.004,0.000114468
317.993,0.00012423
320.001,0.000133159
322.01,0.000142481
323.997,0.00015106
326.004,0.000159995
328.01,0.000169089
329.995,0.00017805
332.001,0.000187049
334.005,0.000195174
336.009,0.00020427
337.992,0.000213863
339.995,0.000224941
341.997,0.000235472
343.998,0.000247195
345.999,0.000259831
347.999,0.000269919
349.999,0.000278862
351.998,0.000267541
353.996,0.000276469
355.994,0.0002842
357.99,0.000290258
360.007,0.000292253
362.003,0.000297379
363.998,0.000301198
365.992,0.000308444
368.006,0.000316178
369.999,0.000326916
371.991,0.000340429
374.003,0.000361139
375.993,0.000384929
378.004,0.000412753
379.993,0.000445191
382.002,0.000483465
383.99,0.000525277
385.998,0.000569811
388.005,0.000626884
389.99,0.000679
391.996,0.000734723
394,0.000792673
396.004,0.000853603
398.007,0.000923024
400.01,0.000987107
401.991,0.001061629
403.992,0.00112475
405.992,0.001187198
407.991,0.001256969
409.99,0.001335603
412.008,0.001408591
414.005,0.001480363
416.001,0.001552393
417.996,0.001626626
419.991,0.001710895
422.005,0.001790335
423.998,0.001870439
425.99,0.001949812
428.002,0.002030484
429.992,0.002123923
432.002,0.002211783
433.991,0.002298416
435.999,0.00238939
438.006,0.002490676
439.993,0.002584651
441.998,0.002680776
444.003,0.002775969
446.007,0.002888179
447.99,0.002988191
449.992,0.003092362
451.994,0.003195665
453.994,0.003302941
455.994,0.003427454
457.992,0.003541216
460.01,0.003655925
462.007,0.003789572
464.003,0.003914088
465.998,0.004041319
467.992,0.004167545
470.005,0.004322266
471.997,0.004467701
474.009,0.004607113
475.999,0.00473555
478.009,0.004870939
479.997,0.004977784
482.005,0.005078857
483.992,0.005184569
485.997,0.005275595
488.002,0.005364022
490.006,0.005455374
492.008,0.005562704
493.99,0.00566254
495.991,0.005766805
497.991,0.005895313
500.009,0.006012367
502.007,0.006127831
504.004,0.006267756
506,0.006543777
507.995,0.006668436
510.008,0.006822003
512.001,0.006967374
513.993,0.00711014
516.003,0.007267747
517.993,0.007399045
520.001,0.007527084
522.008,0.007665369
523.995,0.007791387
526,0.007919883
528.004,0.00808004
530.007,0.008209222
532.009,0.008361089
533.99,0.008499339
536.01,0.008637823
538.008,0.008791676
540.006,0.008926314
542.003,0.009055317
543.998,0.009194297
545.992,0.009317322
548.005,0.009458023
549.997,0.009590565
552.007,0.00972573
553.997,0.009876562
556.005,0.01000274
557.993,0.010133049
559.999,0.010247121
562.004,0.010363977
564.007,0.010500266
566.01,0.010631356
567.991,0.010779995
569.991,0.010904468
572.01,0.011041366
574.007,0.011162141
576.004,0.011296776
577.999,0.011419212
579.993,0.011542059
582.005,0.011681221
583.997,0.011806667
586.007,0.011939224
587.996,0.012054316
590.003,0.012177746
592.009,0.012291743
593.995,0.012408031
595.998,0.012511517
598,0.012621442
600.001,0.012727297
602.001,0.012845274
603.999,0.0129459
605.997,0.013051574
607.993,0.013143928
610.006,0.013241877
612,0.013330874
613.992,0.013425997
616.001,0.013510626
617.991,0.01360409
619.998,0.013690609
622.004,0.013795686
624.008,0.013901003
625.992,0.013990483
627.994,0.01408653
629.994,0.014171295
631.993,0.01426273
633.991,0.014340318
636.007,0.014417302
638.001,0.014491017
639.995,0.014571266
642.006,0.014655384
643.997,0.014731716
646.005,0.01482716
647.993,0.014957629
649.999,0.015103233
652.003,0.015165844
654.005,0.015183909
656.006,0.015376217
658.006,0.015641898
660.004,0.015654558
662.001,0.01549926
663.997,0.015417626
666.009,0.015485778
668.002,0.015508552
669.993,0.015499841
672.001,0.015499263
674.007,0.015532967
675.994,0.015552398
677.998,0.015599002
680,0.015650259
682,0.015683086
683.999,0.015713362
685.997,0.015734447
687.993,0.01574871
690.006,0.015766291
691.999,0.015789648
694.009,0.0158224
695.998,0.015853052
698.005,0.015881816
699.992,0.015904761
701.995,0.015922171
703.997,0.015935457
705.998,0.01595496
707.996,0.015977671
709.993,0.016000085
712.007,0.016008991
714.001,0.016000867
715.993,0.016000736
718.002,0.016004433
719.991,0.01600886
721.997,0.0160264
724.001,0.016050434
726.003,0.016056364
728.003,0.016056003
730.002,0.016052957
731.999,0.016044929
733.995,0.016037559
736.006,0.016034667
737.998,0.016028943
740.007,0.016015838
741.995,0.015993067
744,0.015961684
746.003,0.015914819
748.005,0.015859405
750.004,0.015799748
752.002,0.015737471
753.998,0.015671588
755.992,0.015591133
758.003,0.015481567
759.994,0.0153483
762,0.015135926
764.005,0.01487148
766.009,0.014775571
767.992,0.01491409
769.991,0.015327378
772.007,0.015917577
774.002,0.016524189
775.996,0.017011888
778.006,0.017407912
779.996,0.0176934
782.002,0.017876419
784.006,0.017979062
786.008,0.018014614
788.008,0.017998898
790.007,0.017941517
792.003,0.017861204
793.997,0.017758179
796.007,0.017646998
797.998,0.017521197
800.004,0.017378633
802.008,0.017233069
803.992,0.017089862
805.992,0.016948767
808.008,0.016812122
810.004,0.016676648
811.998,0.016539157
814.008,0.0163999
815.998,0.016244
818.003,0.016109928
820.006,0.015985333
822.007,0.015870374
824.006,0.015770657
826.003,0.015683479
827.998,0.015608254
830.008,0.015540216
831.999,0.0154734
834.005,0.015418936
836.008,0.015369267
837.992,0.015325333
839.992,0.015285937
842.006,0.015256192
844.001,0.015236644
845.994,0.015226793
848.002,0.0152245
850.007,0.015228791
851.993,0.015235607
853.994,0.015226924
855.993,0.015236786
858.006,0.015248533
860.001,0.015260691
861.993,0.015275968
863.999,0.01529225
866.004,0.015321505
868.006,0.015358386
870.005,0.0153962
872.003,0.0154363
873.998,0.015487133
876.007,0.0155297
877.997,0.015572828
880.002,0.0156185
882.005,0.015659512
884.005,0.015700516
886.002,0.015739174
887.997,0.015777405
890.007,0.015818259
891.997,0.015860191
894.002,0.015901733
896.004,0.01593659
898.003,0.015969067
900,0.0160023
901.995,0.016028033
904.003,0.016054267
905.993,0.016070974
907.996,0.016082998
909.997,0.0160943
911.996,0.014935209
914.008,0.015110121
916.001,0.015253778
917.992,0.015321841
919.996,0.015406388
921.998,0.015499633
923.997,0.015540579
925.994,0.015546555
928.004,0.015568231
929.995,0.015573583
932,0.015510336
934.002,0.015401456
936.001,0.015357695
937.998,0.01540007
940.008,0.015466521
941.999,0.015477188
944.003,0.015429239
946.005,0.015359662
948.003,0.015319051
949.999,0.015308088
951.993,0.015302141
953.999,0.015268057
956.003,0.015195502
958.003,0.015116995
960.001,0.01502247
961.996,0.014955855
964.004,0.014911651
965.992,0.014868702
967.994,0.014798879
969.993,0.014689109
972.005,0.014560541
973.998,0.014422545
976.004,0.014309193
978.007,0.014223956
980.006,0.014136741
982.003,0.014034866
983.996,0.013906576
986.002,0.013754409
988.005,0.013592081
990.005,0.01342876
992.002,0.013272197
993.995,0.013121209
996.001,0.012967348
998.004,0.012800731
1000.004,0.012622377
1002,0.012432241
1003.993,0.012234205
1005.998,0.012029805
1008,0.011823069
1009.999,0.011615216
1011.994,0.011402871
1014.001,0.011183536
1016.005,0.010953061
1018.006,0.010706419
1020.003,0.010445416
1021.997,0.01014685
1024.002,0.009863692
1026.004,0.009577075
1028.003,0.009290891
1029.998,0.009006032
1032.005,0.008689053
1033.993,0.00839477
1035.993,0.0081028
1038.004,0.007805965
1039.996,0.007480294
1042,0.007182372
1044,0.006894295
1045.997,0.006584418
1048.005,0.006305691
1049.994,0.006037341
1051.995,0.005746386
1054.006,0.005496804
1055.999,0.005246448
1058.003,0.004961027
1060.003,0.004693768
1061.999,0.004417048
1064.007,0.004186535
1065.995,0.003970108
1067.995,0.003794234
1070.005,0.003614108
1071.996,0.003453491
1073.999,0.003287686
1075.997,0.003138336
1078.005,0.002979754
1079.996,0.002835653
1081.996,0.002706594
1084.007,0.002572484
1085.999,0.002453463
1088.002,0.002334116
1090,0.002219424
1091.995,0.00211466
1093.999,0.002021179
1095.999,0.001922953
1097.995,0.001825344
1100.001,0.001733474